task,case,arm,repeat,stage,candidate,status,candidate_ms,reference_ms,ratio,failure_stage,error,reference_timing_note,reference_correction,original_status,evaluation_repaired,reused_from
conv2d,upstream-profile-2,intent,0,generation,2,compilation_failure,,,,provider_program_verification,"Intent Triton compiler failed with exit code 6:
loc(""<stdin>"":27:17): error: 'intent_gpu.gather' op requires safe-index legalization before Triton tl.gather: source='!intent_gpu.fragment<f32, [#intent_gpu.expr<0, 1, """", []>, #intent_gpu.expr<0, 1, """", []>, #intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<10, 0, 3, 0, true>, #intent_gpu.axis_map<1, 0, 1, 1, false>, #intent_gpu.axis_map<2, 2, 4, 2, false>], 1, 1>', coordinate='index', valid='!intent_gpu.fragment<i1, [#intent_gpu.expr<1, 0, ""FRAGMENT_D4"", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<21, 0, 4, 0, false>, #intent_gpu.axis_map<17, 0, 1, 1, false>], 1, 1>', fill='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D4"", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<21, 0, 4, 0, false>, #intent_gpu.axis_map<17, 0, 1, 1, false>], 1, 1>', result='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D4"", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<21, 0, 4, 0, false>, #intent_gpu.axis_map<17, 0, 1, 1, false>], 1, 1>'
",,,,,
asin,upstream-profile-8,intent,0,generation,3,pass,0.006784000201150775,0.005936000030487776,1.1428571708739221,,,,,,,
fused_layer_norm_relu_linear,upstream-profile-4,intent,0,generation,2,execution_failure,,,,generated_launch,"CUDA error: an illegal memory access was encountered
Search for `cudaErrorIllegalAddress' in https://docs.nvidia.com/cuda/cuda-runtime-api/group__CUDART__TYPES.html for more information.
CUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.
For debugging consider passing CUDA_LAUNCH_BLOCKING=1
Compile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.
",,,,,
matmul,upstream-profile-6,intent,0,generation,1,execution_failure,,,,generated_launch,"at 63:14:
        v50 = (v47 & v49)
        v51 = tl.broadcast_to(v41[:, None], (BLOCK_M_1_0_0_1_1_0_2_0_0_2_1_0_3_0, BLOCK_K_1_0_0_1_1_0_2_0_0_2_1_0_3_0))
        v52 = tl.broadcast_to(v50[None, :], (BLOCK_M_1_0_0_1_1_0_2_0_0_2_1_0_3_0, BLOCK_K_1_0_0_1_1_0_2_0_0_2_1_0_3_0))
        v53 = (v51 & v52)
        v54 = tl.broadcast_to(v50[:, None], (BLOCK_K_1_0_0_1_1_0_2_0_0_2_1_0_3_0, BLOCK_N_1_0_0_1_1_0_2_0_0_2_1_0_3_0))
        v55 = tl.broadcast_to(v35[None, :], (BLOCK_K_1_0_0_1_1_0_2_0_0_2_1_0_3_0, BLOCK_N_1_0_0_1_1_0_2_0_0_2_1_0_3_0))
        v56 = (v54 & v55)
        v57 = tl.full((BLOCK_M_1_0_0_1_1_0_2_0_0_2_1_0_3_0, BLOCK_K_1_0_0_1_1_0_2_0_0_2_1_0_3_0), 0.0, tl.float16)
        v58 = tl.full((BLOCK_K_1_0_0_1_1_0_2_0_0_2_1_0_3_0, BLOCK_N_1_0_0_1_1_0_2_0_0_2_1_0_3_0), 0.0, tl.float16)
        v59 = tl.load((other + (tl.broadcast_to(v45[:, None], (BLOCK_K_1_0_0_1_1_0_2_0_0_2_1_0_3_0, BLOCK_N_1_0_0_1_1_0_2_0_0_2_1_0_3_0))) * S1_0 + (tl.broadcast_to(v30[None, :], (BLOCK_K_1_0_0_1_1_0_2_0_0_2_1_0_3_0, BLOCK_N_1_0_0_1_1_0_2_0_0_2_1_0_3_0))) * S1_1), mask=v56, other=v58)
        v60 = tl.load(tl.make_block_ptr(base=(input + tl.cast(v26, tl.int64) * S0_0 + tl.cast(iv44, tl.int64) * S0_1), shape=((D1 - tl.cast(v26, tl.int64)), (D2 - tl.cast(iv44, tl.int64))), strides=(S0_0, S0_1), offsets=(0, 0), block_shape=(BLOCK_M_1_0_0_1_1_0_2_0_0_2_1_0_3_0, BLOCK_K_1_0_0_1_1_0_2_0_0_2_1_0_3_0), order=(1, 0)), boundary_check=(0, 1), padding_option=""zero"")
        v61 = tl.dot(v60, v59, v43, input_precision=""ieee"")
              ^",,,,,
fused_gather_masked_fill,upstream-profile-5,intent,0,generation,2,pass,0.01809599995613098,0.026271999813616276,0.6887941566881471,,,,,,,
fused_cholesky_solve,upstream-profile-6,intent,0,generation,2,numerical_failure,,,,comparison,"generated/source floating result 0 differs: max_abs=0.0052381763234734535, atol=0.0001, rtol=0.0001",,,,,
matmul,upstream-profile-6,intent,0,generation,2,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/matmul/intent/repeat-0/generation-2/candidate.py:13:5: error: stored/scattered value dtype does not match destination,,,,,
addmm,upstream-profile-6,intent,0,generation,1,pass,0.018223999999463558,0.02223999984562397,0.819424466095461,,,,,,,
tensordot,upstream-profile-4,intent,0,generation,5,compilation_failure,,,,physical_program,"Intent Triton compiler failed with exit code 3:
loc(""<stdin>"":46:15): error: 'intent_gpu.make_range' op physical subregion requires one launch-visible parent dimension
Intent KIR-to-GPU construction failed
",,,,,
gelu_conv2d,upstream-profile-4,intent,0,generation,5,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/gelu_conv2d/intent/repeat-0/generation-5/candidate.py:33:32: error: mixed dtypes require an explicit I.cast,,,,,
matmul,upstream-profile-6,intent,0,generation,3,pass,0.018207999877631664,0.018136000260710716,1.0039699832314695,,,,,,,
fused_layer_norm_relu_linear,upstream-profile-4,intent,0,generation,3,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":12:10): error: 'intent_gpu.contract' op pointwise ownership found two non-equivalent contract extents
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-blocking
",,,,,
fused_cholesky_solve,upstream-profile-6,intent,0,generation,3,pass,42.76387023925781,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,evaluation_error,True,
cos,upstream-profile-8,intent,0,generation,1,pass,0.006407999899238348,0.007967999903485179,0.804216864565411,,,,,evaluation_error,True,
exp,upstream-profile-8,intent,0,generation,1,pass,0.00595200015231967,0.006896000122651458,0.8631090554608594,,,,,,,
fused_qr_solve,upstream-profile-4,intent,0,generation,1,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":18:11): error: 'intent_gpu.contract' op cannot form a complete physical contraction: row and column ownership share one mapping coordinate that cannot be refined independently; lhs='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>, #intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<1, 1, 1, 0, false>, #intent_gpu.axis_map<1, 0, 3, 1, false>], 1, 1>'; rhs='!intent_gpu.fragment<f32, [#intent_gpu.expr<0, 1, """", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<1, 0, 3, 0, false>, #intent_gpu.axis_map<1, 1, 1, 1, false>], 1, 1>'; result='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<1, 1, 1, 0, false>, #intent_gpu.axis_map<1, 1, 1, 1, false>], 1, 1>'; lhs_reduction=1; rhs_reduction=0; lhs_batch=; rhs_batch=; free_axes_need_realization=0; selected_free_axes=1
loc(""<stdin>"":1:1): error: shared GPU transformation failed: realize-contractions
",,,,,
tensordot_rsqrt,upstream-profile-5,intent,0,generation,1,pass,0.04483200050890446,0.04708800092339516,0.952089696520333,,,,,,,
conv2d,upstream-profile-2,intent,0,generation,3,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":19:5): error: 'intent_gpu.store' op access payload and coordinate extents disagree; payload_axis=0; payload_extent=#intent_gpu.expr<1, 0, ""FRAGMENT_D3"", []>; coordinate_extent=#intent_gpu.expr<0, 1, """", []>
loc(""<stdin>"":1:1): error: shared GPU postcondition failed: form-pointwise-ownership
",,,,,
sub_gelu,upstream-profile-8,triton,0,generation,1,pass,0.010015999898314476,0.02638399973511696,0.379624014511463,,,,sub_gelu_standard_gelu,,,
fused_layer_norm_relu_linear,upstream-profile-4,intent,0,generation,4,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":29:11): error: 'intent_gpu.broadcast' op broadcast has conflicting non-singleton physical extents; input='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FULL_D1"", []>, #intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<26, 0, 1, 0, true>, #intent_gpu.axis_map<26, 1, 5, 1, true>], 1, 1>'; result='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D2"", []>], [#intent_gpu.axis_map<1, 0, 1, 0, false>, #intent_gpu.axis_map<1, 1, 2, 1, false>], 1, 1>'
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-blocking
",,,,,
permute_copy,upstream-profile-2,intent,0,generation,1,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/permute_copy/intent/repeat-0/generation-1/candidate.py:14:5: error: cannot broadcast dimensions D3 and D0,,,,,
fused_cholesky_solve,upstream-profile-6,intent,0,generation,4,pass,44.947471618652344,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
cos,upstream-profile-8,intent,0,generation,2,pass,0.007943999953567982,0.007960000075399876,0.9979899344622695,,,,,,,
sub_gelu,upstream-profile-8,intent,0,generation,1,pass,0.01003200002014637,0.026415999978780746,0.37976983753046645,,,,sub_gelu_standard_gelu,,,
exp_mean,upstream-profile-8,intent,0,generation,1,pass,0.12010400369763374,0.0139679997228086,8.598511317373077,,,,,,,
permute_copy,upstream-profile-2,intent,0,generation,2,numerical_failure,,,,comparison,"generated/source floating result 0 differs: max_abs=0.9999989867210388, atol=0.0, rtol=0.0",,,,,
fused_qr_solve,upstream-profile-4,intent,0,generation,2,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/fused_qr_solve/intent/repeat-0/generation-2/candidate.py:13:5: error: cannot broadcast dimensions N and M,,,,,
sum,upstream-profile-8,intent,0,generation,1,pass,0.11038399860262871,0.010207999963313341,10.81347952579733,,,,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,1,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/symmetric_mm_and_abs_sum/intent/repeat-0/generation-1/candidate.py:15:16: error: only Intent intrinsics and @intent.fn values are callable in DSL code,,,,,
sigmoid,upstream-profile-8,intent,0,generation,1,pass,0.007839999860152602,0.007840000092983246,0.9999999703022142,,,,,,,
permute_copy,upstream-profile-2,intent,0,generation,3,compilation_failure,,,,frontend_kir,"/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/permute_copy/intent/repeat-0/generation-3/candidate.py:13:12: error: expected scalar/tensor value, got domain<3,1,10>",,,,,
fused_layer_norm_relu_linear,upstream-profile-4,intent,0,generation,5,pass,0.2024959996342659,0.06684799864888191,3.029200630191983,,,,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,2,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":11:10): error: 'intent_gpu.load' op reduction source provenance is absent from load coordinates; reduction_range='!intent_gpu.fragment<index, [#intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<2, 0, 1, 0, false>], 1, 1>', fragment_axis=0, matching_occurrences=2, coordinate='!intent_gpu.fragment<index, [#intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<2, 0, 1, 0, false>], 1, 1>', coordinate='!intent_gpu.fragment<index, [#intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<2, 1, 1, 0, false>], 1, 1>'
loc(""<stdin>"":20:11): error: 'intent_gpu.reduce' op multi-axis reduction outer axis is neither load-rooted nor a replayable pure source; source type='!intent_gpu.fragment<f32, [#intent_gpu.expr<0, 1, """", []>, #intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<1, 0, 1, 0, false>, #intent_gpu.axis_map<1, 0, 1, 1, false>], 1, 1>', producer=intent_gpu.binary
loc(""<stdin>"":1:1): error: shared GPU transformation failed: normalize-structured-sources
",,,,,
fused_qr_solve,upstream-profile-4,intent,0,generation,3,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":16:11): error: 'intent_gpu.load' op access payload and coordinate extents disagree; payload_axis=1; payload_extent=#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>; coordinate_extent=#intent_gpu.expr<0, 1, """", []>
loc(""<stdin>"":1:1): error: shared GPU postcondition failed: form-pointwise-ownership
",,,,,
conv2d,upstream-profile-2,intent,0,generation,4,compilation_failure,,,,provider_program_verification,"Intent Triton compiler failed with exit code 6:
loc(""<stdin>"":2:3): error: all Triton parameter candidates violate typed fragment legality
",,,,,
gelu,upstream-profile-8,intent,0,generation,1,pass,0.006800000090152025,0.0062160000670701265,1.0939510966506736,,,,,,,
floor,upstream-profile-8,intent,0,generation,1,pass,0.006192000117152929,0.006240000016987324,0.9923077083808136,,,,,,,
mul_sub,upstream-profile-8,intent,0,generation,1,pass,0.01208000024780631,0.018207999877631664,0.6634446577872875,,,,,,,
min,upstream-profile-4,intent,0,generation,1,compilation_failure,,,,kernel_ir_parse,"Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":24:11): error: 'intent.make_tuple' op tuple component operand has the wrong type
",,,,,
permute_copy,upstream-profile-2,intent,0,generation,4,pass,0.016143999993801117,0.005904000019654632,2.7344173340205202,,,,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,3,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":5:10): error: 'intent_gpu.contract' op pointwise ownership found two non-equivalent contract extents
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-blocking
",,,,,
mul,upstream-profile-8,intent,0,generation,1,pass,0.006880000000819564,0.006144000217318535,1.1197916271920716,,,,,,,
abs,upstream-profile-8,intent,0,generation,1,pass,0.006200000178068876,0.007791999960318208,0.795687911915195,,,,,,,
leaky_relu,upstream-profile-8,intent,0,generation,1,pass,0.006880000000819564,0.007808000082150102,0.8811475318177773,,,,,,,
min,upstream-profile-4,intent,0,generation,2,compilation_failure,,,,kernel_ir_parse,"Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":24:11): error: 'intent.make_tuple' op tuple component operand has the wrong type
",,,,,
softmax,upstream-profile-6,intent,0,generation,1,pass,0.007823999971151352,0.007808000082150102,1.0020491660902806,,,,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,4,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":6:10): error: 'intent_gpu.contract' op pointwise ownership found two non-equivalent contract extents
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-blocking
",,,,,
conv2d,upstream-profile-2,intent,0,generation,5,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/conv2d/intent/repeat-0/generation-5/candidate.py:22:21: error: cannot broadcast dimensions ?subregion_extent_1 and 14,,,,,
fused_qr_solve,upstream-profile-4,intent,0,generation,4,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":2:3): error: dynamic pointwise blocking requires one explicit execution workset
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-ownership
",,,,,
log,upstream-profile-8,intent,0,generation,1,pass,0.006144000217318535,0.007967999903485179,0.7710843739633039,,,,,evaluation_error,True,
std,upstream-profile-8,intent,0,generation,1,pass,0.19228800386190414,0.01252800039947033,15.348658822682818,,,,,,,
symmetric_mm_and_abs_sum,upstream-profile-6,intent,0,generation,5,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":5:10): error: 'intent_gpu.contract' op cannot form a complete physical contraction: row and column ownership share one mapping coordinate that cannot be refined independently; lhs='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>, #intent_gpu.expr<0, 1, """", []>], [#intent_gpu.axis_map<1, 0, 1, 0, false>, #intent_gpu.axis_map<1, 1, 2, 1, false>], 1, 1>'; rhs='!intent_gpu.fragment<f32, [#intent_gpu.expr<0, 1, """", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<2, 0, 2, 0, false>, #intent_gpu.axis_map<2, 1, 1, 1, false>], 1, 1>'; result='!intent_gpu.fragment<f32, [#intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>, #intent_gpu.expr<1, 0, ""FRAGMENT_D1"", []>], [#intent_gpu.axis_map<1, 0, 1, 0, false>, #intent_gpu.axis_map<2, 1, 1, 1, false>], 1, 1>'; lhs_reduction=1; rhs_reduction=0; lhs_batch=; rhs_batch=; free_axes_need_realization=0; selected_free_axes=1
loc(""<stdin>"":1:1): error: shared GPU transformation failed: realize-contractions
",,,,,
relu_conv2d,upstream-profile-3,intent,0,generation,1,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/relu_conv2d/intent/repeat-0/generation-1/candidate.py:29:43: error: mixed dtypes require an explicit I.cast,,,,,
min,upstream-profile-4,intent,0,generation,3,compilation_failure,,,,kernel_ir_parse,"Intent Triton compiler failed with exit code 2:
loc(""<stdin>"":44:11): error: 'intent.full' op full fill/result element schema is invalid
",,,,,
conv2d_add,upstream-profile-0,intent,0,generation,1,pass,1.702560007572174,0.036480000242590904,46.67105252878841,,,,,evaluation_error,True,
ifftshift,upstream-profile-8,intent,0,generation,1,compilation_failure,,,,frontend_kir,"/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/ifftshift/intent/repeat-0/generation-1/candidate.py:11:15: error: expected scalar/tensor value, got domain<3,1,4>",,,,,
relu_conv2d,upstream-profile-3,intent,0,generation,2,pass,1.902351975440979,0.03456000052392483,55.044905862314415,,,,,,,
solve,upstream-profile-4,intent,0,generation,1,compilation_failure,,,,physical_program,"Intent Triton compiler failed with exit code 3:
loc(""<stdin>"":68:7): error: 'intent.parallel' op has no scalar shared-GPU construction; tensor/structured families require physical co-realization
Intent KIR-to-GPU construction failed
",,,,,
log,upstream-profile-8,intent,0,generation,2,evaluation_error,,,,candidate_precompile,Triton launch did not return a compiled kernel artifact,,,agent_program_error,,
ifftshift,upstream-profile-8,intent,0,generation,2,pass,0.006440000142902136,0.008967999834567308,0.7181088605821607,,,,,,,
min,upstream-profile-4,intent,0,generation,4,pass,0.007967999903485179,0.014560000039637089,0.5472527391341808,,,,,,,
conv2d_add,upstream-profile-0,intent,0,generation,2,pass,1.7047359943389893,0.03653600066900253,46.659074970548225,,,,,,,
solve,upstream-profile-4,intent,0,generation,2,compilation_failure,,,,physical_program_verification,"Intent Triton compiler failed with exit code 4:
loc(""<stdin>"":40:17): error: 'intent_gpu.load' op full-coverage rewrite requires one exact physical access footprint
loc(""<stdin>"":2:3): error: full-coverage decision could not preserve access validity
loc(""<stdin>"":58:13): error: 'intent_gpu.make_range' op internal pointwise traversal has no exact full-coverage realization; source_id=7, fragment='!intent_gpu.fragment<index, [#intent_gpu.expr<1, 0, ""FULL_D1"", []>], [#intent_gpu.axis_map<7, 0, 1, 0, false>], 1, 1>'
loc(""<stdin>"":1:1): error: shared GPU transformation failed: form-pointwise-blocking
",,,,,
fused_qr_solve,upstream-profile-4,intent,0,generation,5,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/fused_qr_solve/intent/repeat-0/generation-5/candidate.py:33:20: error: Out-only view cannot be read,,,,,
log,upstream-profile-8,intent,0,generation,3,pass,0.005919999908655882,0.007952000014483929,0.7444667879619062,,,,,,,
solve,upstream-profile-4,intent,0,generation,3,compilation_failure,,,,frontend_kir,/home/kingdom/phdworks/intentdsl/report/agent-tritonbench/refined/programs/solve/intent/repeat-0/generation-3/candidate.py:30:23: error: Out-only view cannot be read,,,,,
solve,upstream-profile-4,intent,0,generation,4,agent_program_error,,,,candidate_build,"expected an indented block after 'else' statement on line 146 (<intent.generated.triton._solve_system.0>, line 147)",,,,,
solve,upstream-profile-4,intent,0,generation,5,pass,241.67466735839844,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
tanh,upstream-profile-8,triton,0,optimization,1,agent_program_error,,,,candidate_precompile,"at 5:13:
def tanh_kernel(input_ptr, output_ptr, n_elements, BLOCK: tl.constexpr):
    offsets = tl.program_id(0) * BLOCK + tl.arange(0, BLOCK)
    mask = offsets < n_elements
    values = tl.load(input_ptr + offsets, mask=mask)
    result = tl.tanh(values)
             ^
AttributeError(""module 'triton.language' has no attribute 'tanh'"")",,,,,
sqrt,upstream-profile-8,triton,0,optimization,1,pass,0.0059200001414865255,0.007920000003650784,0.7474747649946536,,,,,,,
sqrt,upstream-profile-8,intent,0,optimization,1,pass,0.006136000156402588,0.007967999903485179,0.7700803502418117,,,,,,,
tanh,upstream-profile-8,triton,0,optimization,2,pass,0.007967999903485179,0.007671999745070934,1.0385818780304858,,,,,,,
rsqrt,upstream-profile-8,triton,0,optimization,1,pass,0.0060800001956522465,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
rsqrt,upstream-profile-8,intent,0,optimization,1,pass,0.0064479997381567955,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
grid_sample,upstream-profile-0,intent,0,optimization,1,pass,0.04122399911284447,0.02868800051510334,1.4369770765704397,,,,,evaluation_error,True,
sqrt,upstream-profile-8,triton,0,optimization,2,pass,0.005936000030487776,0.007920000003650784,0.7494949529989308,,,,,,,
tanh,upstream-profile-8,intent,0,optimization,1,pass,0.006160000106319785,0.006912000011652708,0.8912037175831667,,,,,,,
rsqrt,upstream-profile-8,triton,0,optimization,2,pass,0.005535999778658152,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
sqrt,upstream-profile-8,intent,0,optimization,2,pass,0.0077599999494850636,0.007840000092983246,0.989795900185029,,,,,,,
tanh,upstream-profile-8,triton,0,optimization,3,pass,0.006744000129401684,0.007840000092983246,0.8602040879358566,,,,,,,
rsqrt,upstream-profile-8,intent,0,optimization,2,pass,0.006144000217318535,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
sqrt,upstream-profile-8,triton,0,optimization,3,pass,0.0059200001414865255,0.007239999948069453,0.8176795834183803,,,,,,,
tanh,upstream-profile-8,intent,0,optimization,2,pass,0.007823999971151352,0.007840000092983246,0.9979591681578915,,,,,,,
fused_index_select_eq,upstream-profile-1,intent,0,optimization,1,pass,0.0038880000356584787,0.0059200001414865255,0.6567567470838258,,,,,,,
rsqrt,upstream-profile-8,triton,0,optimization,3,pass,0.005696000065654516,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
grid_sample,upstream-profile-0,intent,0,optimization,2,agent_program_error,,,,candidate_precompile,'CompiledArtifact' object has no attribute 'launch',,,,,
tanh,upstream-profile-8,triton,0,optimization,4,pass,0.0059200001414865255,0.007167999865487218,0.8258928923799771,,,,,,,
rsqrt,upstream-profile-8,intent,0,optimization,3,pass,0.007360000163316727,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
rsqrt,upstream-profile-8,triton,0,optimization,4,pass,0.005696000065654516,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
sqrt,upstream-profile-8,intent,0,optimization,3,pass,0.005904000019654632,0.007920000003650784,0.7454545475925679,,,,,,,
sqrt,upstream-profile-8,triton,0,optimization,4,pass,0.0059200001414865255,0.007952000014483929,0.7444668172414136,,,,,,,
tanh,upstream-profile-8,intent,0,optimization,3,pass,0.0077599999494850636,0.007823999971151352,0.9918200381004257,,,,,,,
fused_index_select_eq,upstream-profile-1,intent,0,optimization,2,pass,0.0038880000356584787,0.005936000030487776,0.6549865255541436,,,,,,,
rsqrt,upstream-profile-8,triton,0,optimization,5,pass,0.005696000065654516,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
sqrt,upstream-profile-8,intent,0,optimization,4,pass,0.005927999969571829,0.007935999892652035,0.7469758127215427,,,,,,,
tanh,upstream-profile-8,triton,0,optimization,5,pass,0.007943999953567982,0.007887999759986997,1.0070994162379485,,,,,,,
rsqrt,upstream-profile-8,intent,0,optimization,4,pass,0.005696000065654516,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
grid_sample,upstream-profile-0,intent,0,optimization,3,pass,0.04273599945008755,0.028432000428438187,1.5030950621167778,,,,,,,
sqrt,upstream-profile-8,triton,0,optimization,5,pass,0.0059200001414865255,0.007927999831736088,0.7467205180540668,,,,,,,
argmax,upstream-profile-8,triton,0,optimization,1,pass,0.007967999903485179,0.010479999706149101,0.7603053556203808,,,,,,,
rsqrt,upstream-profile-8,intent,0,optimization,5,pass,0.007552000228315592,,,,,The unchanged PyTorch reference cannot be captured by CUDA Graph. Its eager output remains the numerical oracle. Candidate time is the completed CUDA Graph window before reference capture; no reference ratio is available.,,,,
fused_index_select_eq,upstream-profile-1,intent,0,optimization,3,pass,0.003904000041075051,0.0059200001414865255,0.659459450636896,,,,,,,
tanh,upstream-profile-8,intent,0,optimization,4,pass,0.0059200001414865255,0.007143999915570021,0.8286674428122761,,,,,,,
sqrt,upstream-profile-8,intent,0,optimization,5,pass,0.006720000179484487,0.007823999971151352,0.8588957316286384,,,,,,,
argmax,upstream-profile-8,triton,0,optimization,2,pass,0.007967999903485179,0.010464000049978495,0.7614678770477983,,,,,,,
grid_sample,upstream-profile-0,intent,0,optimization,4,pass,0.02844800055027008,0.0294560007750988,0.9657794609483833,,,,,,,
