task,arm,repeat,first_correct,budget_correct,generation_evaluation_repaired,generation_status,seed_ms,static_intent_ms,optimization_status,optimized_ms,optimized_best_stage,seed_ratio,optimized_ratio,paired_reference_target_ms,generation_first_reference_checkpoint,optimization_first_reference_checkpoint,generation_agent_seconds,generation_benchmark_seconds,generation_input_tokens,generation_cached_input_tokens,generation_output_tokens,generation_calls_without_reported_usage,optimization_agent_seconds,optimization_benchmark_seconds,optimization_input_tokens,optimization_cached_input_tokens,optimization_output_tokens,optimization_calls_without_reported_usage
fused_mv_sigmoid_sub,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_mv_sigmoid_sub,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
solve,triton,0,True,True,False,pass,6.626768112182617,,not_run,,,,,,,,352.1259510689415,5.13370315101929,274359,247808,10328,0,0,0,0,0,0,0
solve,intent,0,False,False,False,compilation_failure,,,not_run,,,,,,,,990.3359715889674,10.217558062635362,2165506,1904128,45514,0,0,0,0,0,0,0
solve,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
solve,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
solve,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
solve,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_cholesky_solve,triton,0,True,True,True,pass,7.501408100128174,,not_run,,,,,,,,182.0466465370264,5.436204561963677,159541,134912,8893,0,0,0,0,0,0,0
fused_cholesky_solve,intent,0,False,True,False,pass,28.98428726196289,28.98428726196289,not_run,,,,,,,,485.7901016098913,26.2701284349896,926018,778752,20369,1,0,0,0,0,0,0
fused_cholesky_solve,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_cholesky_solve,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_cholesky_solve,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_cholesky_solve,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_qr_solve,triton,0,True,True,False,pass,16.26518440246582,,not_run,,,,,,,,286.0788251811173,8.347078320104629,184828,144896,14594,0,0,0,0,0,0,0
fused_qr_solve,intent,0,False,False,False,compilation_failure,,,not_run,,,,,,,,738.3063693456352,309.2461440656334,1601731,1390080,31227,0,0,0,0,0,0,0
fused_qr_solve,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_qr_solve,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_qr_solve,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_qr_solve,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
add_gelu,triton,0,True,True,False,pass,0.007815999910235405,,not_run,,,0.654825725211076,,0.012000000104308128,1,,142.0421930528246,4.027819021837786,178618,152064,6437,0,0,0,0,0,0,0
add_gelu,intent,0,True,True,False,pass,0.006896000122651458,0.006896000122651458,not_run,,,0.5716180413330743,,0.012000000104308128,1,,161.04537017899565,7.235062110004947,432467,359168,7179,0,0,0,0,0,0,0
add_gelu,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
add_gelu,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
add_gelu,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
add_gelu,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul_relu,triton,0,True,True,False,pass,0.009999999776482582,,not_run,,,0.8327781178287464,,0.011972000123932958,1,,176.0698789039161,20.186165972147137,156288,100096,6911,0,0,0,0,0,0,0
mul_relu,intent,0,True,True,False,pass,0.0098879998549819,0.0098879998549819,not_run,,,0.8284182126776051,,0.011972000123932958,1,,154.0604627749417,5.531479199882597,217594,187648,6658,0,0,0,0,0,0,0
mul_relu,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul_relu,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul_relu,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul_relu,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul_sub,triton,0,True,True,False,pass,0.012064000125974417,,not_run,,,0.6625659164681187,,0.018200000282377005,1,,81.03002334805205,3.7802548829931766,100160,81920,2936,0,0,0,0,0,0,0
mul_sub,intent,0,True,True,False,pass,0.012064000125974417,0.012064000125974417,not_run,,,0.6631486186406214,,0.018200000282377005,1,,85.03534782398492,5.206594431074336,178861,152064,3296,0,0,0,0,0,0,0
mul_sub,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul_sub,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul_sub,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
mul_sub,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sub_gelu,triton,0,False,False,False,reference_contract_failure,,,not_run,,,,,,,,1310.4578178762458,489.7853019677568,1233433,1087488,54383,1,0,0,0,0,0,0
sub_gelu,intent,0,False,False,False,reference_contract_failure,,,not_run,,,,,,,,1197.3937920487951,341.4487052729819,1923805,1655040,57811,0,0,0,0,0,0,0
sub_gelu,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sub_gelu,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sub_gelu,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
sub_gelu,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
relu_conv2d,triton,0,True,True,False,pass,0.012048000004142523,,not_run,,,0.34844978537507904,,0.03449600003659725,1,,286.1211916420143,6.193506241077557,294088,262912,14215,0,0,0,0,0,0,0
relu_conv2d,intent,0,False,True,False,pass,1.9339519739151,1.9339519739151,not_run,,,56.19339859627258,,0.03449600003659725,,,310.0956943279598,8.528060685144737,595449,506112,14160,0,0,0,0,0,0,0
relu_conv2d,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
relu_conv2d,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
relu_conv2d,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
relu_conv2d,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
gelu_conv2d,triton,0,True,True,False,pass,0.06328000128269196,,not_run,,,1.8293246958407476,,0.034592000767588615,,,269.0668040770106,4.4333193900529295,231032,172544,12648,0,0,0,0,0,0,0
gelu_conv2d,intent,0,False,True,False,pass,3.6518160104751587,3.6518160104751587,not_run,,,105.56822182707543,,0.034592000767588615,,,373.1424708366394,17.756659164093435,934103,809216,15972,0,0,0,0,0,0,0
gelu_conv2d,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
gelu_conv2d,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
gelu_conv2d,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
gelu_conv2d,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
conv2d_add,triton,0,True,True,False,pass,0.031487999483942986,,not_run,,,0.8840969928919191,,0.036068000830709934,1,,360.1010245808866,4.481765678850934,152755,121600,18666,0,0,0,0,0,0,0
conv2d_add,intent,0,False,True,False,pass,1.6699199676513672,1.6699199676513672,not_run,,,45.72617586613763,,0.036068000830709934,,,275.0992355418857,9.563682990148664,468005,369664,12494,0,0,0,0,0,0,0
conv2d_add,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
conv2d_add,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
conv2d_add,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
conv2d_add,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
combined_activation,triton,0,True,True,False,pass,0.044703999534249306,,not_run,,,1.845442513168426,,0.02428800007328391,,,206.0566517431289,5.383870436111465,202847,176384,9070,0,0,0,0,0,0,0
combined_activation,intent,0,False,True,False,pass,0.014128000009804964,0.014128000009804964,not_run,,,0.580157685394172,,0.02428800007328391,2,,273.0996871050447,11.376914629945531,665833,512256,11131,0,0,0,0,0,0,0
combined_activation,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
combined_activation,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
combined_activation,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
combined_activation,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_layer_norm_relu_linear,triton,0,True,True,False,pass,0.17387200146913528,,not_run,,,2.566906701930869,,0.0671480018645525,,,245.07272156095132,9.85992081090808,290812,254976,11999,0,0,0,0,0,0,0
fused_layer_norm_relu_linear,intent,0,False,True,False,pass,0.2038400024175644,0.2038400024175644,not_run,,,3.062500027984452,,0.0671480018645525,,,855.8559649798553,22.463227814994752,1703214,1366272,27849,1,0,0,0,0,0,0
fused_layer_norm_relu_linear,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_layer_norm_relu_linear,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_layer_norm_relu_linear,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_layer_norm_relu_linear,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
softplus_linear,triton,0,True,True,False,pass,0.007840000092983246,,not_run,,,0.43362830536438174,,,,,141.04777793213725,4.189470523968339,163325,125696,6258,0,0,0,0,0,0,0
softplus_linear,intent,0,False,False,False,compilation_failure,,,not_run,,,,,,,,1050.233638949925,12.182194774737582,1623149,1395712,38300,1,0,0,0,0,0,0
softplus_linear,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
softplus_linear,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
softplus_linear,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
softplus_linear,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
permute_copy,triton,0,True,True,False,pass,0.005927999969571829,,not_run,,,1.0040650321540143,,0.006052000098861754,1,,381.12844908889383,266.0749864769168,329144,285440,18918,0,0,0,0,0,0,0
permute_copy,intent,0,False,True,False,pass,0.01616000011563301,0.01616000011563301,not_run,,,2.6064515566943727,,0.006052000098861754,,,318.11537279281765,275.04328298498876,742857,646912,13346,0,0,0,0,0,0,0
permute_copy,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
permute_copy,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
permute_copy,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
permute_copy,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ifftshift,triton,0,True,True,False,pass,0.006152000045403838,,not_run,,,0.6533559632707204,,0.008804000215604901,1,,68.02483204985037,3.6309215021319687,93092,77824,2585,0,0,0,0,0,0,0
ifftshift,intent,0,False,True,False,pass,0.005880000069737434,0.005880000069737434,not_run,,,0.7177734478250741,,0.008804000215604901,2,,200.05998180480674,7.607100612018257,405815,348928,8057,0,0,0,0,0,0,0
ifftshift,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ifftshift,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ifftshift,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ifftshift,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
grid_sample,triton,0,True,True,False,pass,0.028320000506937504,,candidate_budget,0.028320000506937504,generation,0.985249112750329,0.985249112750329,0.028580000158399343,1,0,206.13872782094404,3.880533891962841,135488,95232,10177,0,1056.3174671442248,18.443690900225192,1069145,873728,51159,0
grid_sample,intent,0,False,True,False,pass,0.35817599296569824,0.35817599296569824,candidate_budget,0.03035199921578169,optimization,12.604729346178523,1.0,0.028580000158399343,,,299.17132290476,8.109854010865092,571051,471808,13375,0,1110.3474723401014,26.61343580717221,1137355,988416,53756,0
grid_sample,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
grid_sample,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
grid_sample,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
grid_sample,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_gather_masked_fill,triton,0,True,True,False,pass,0.028384000062942505,,not_run,,,1.0771099199568663,,,,,116.03962710709311,11.17299443599768,166537,143872,5783,0,0,0,0,0,0,0
fused_gather_masked_fill,intent,0,False,False,False,compilation_failure,,,not_run,,,,,,,,615.2175809792243,12.079701581271365,1707659,1484032,25166,0,0,0,0,0,0,0
fused_gather_masked_fill,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_gather_masked_fill,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_gather_masked_fill,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_gather_masked_fill,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_index_select_eq,triton,0,True,True,False,pass,0.0038720000302419066,,candidate_budget,0.0038720000302419066,generation,0.6576086861961801,0.6576086861961801,0.00583200016990304,1,0,96.02736199600622,3.4770815540105104,94653,72704,4353,0,841.2433952400461,20.606774028856307,806363,654848,40251,0
fused_index_select_eq,intent,0,False,True,False,pass,0.003759999992325902,0.003759999992325902,candidate_budget,0.003759999992325902,generation,0.6509695041852274,0.6509695041852274,0.00583200016990304,2,0,215.08178985421546,8.816173610975966,579182,485632,8700,0,1051.3196795808617,20.244172090198845,991582,860160,51266,0
fused_index_select_eq,triton,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_index_select_eq,intent,1,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_index_select_eq,triton,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
fused_index_select_eq,intent,2,False,False,False,not_run,,,not_run,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
